,location,size,total_sqft,bath,price,bhk,price_per_sqrt
4838,other,4 BHK,4000.0,4.0,520.0,4,13000.0
4839,other,2 Bedroom,3000.0,2.0,510.0,2,17000.0
4840,other,2 Bedroom,1200.0,2.0,125.0,2,10416.666666666666
4841,other,1 Bedroom,1050.0,1.0,70.0,1,6666.666666666667
4843,other,4 BHK,1200.0,4.0,169.0,4,14083.333333333334
4844,other,3 BHK,3025.0,3.0,500.0,3,16528.92561983471
4845,other,4 BHK,3750.0,3.0,550.0,4,14666.666666666666
4846,other,4 Bedroom,4800.0,5.0,629.0,4,13104.166666666666
4847,other,4 BHK,3500.0,4.0,350.0,4,10000.0
4848,other,3 BHK,1000.0,2.0,110.0,3,11000.0
4849,other,4 Bedroom,800.0,4.0,120.0,4,15000.0
4850,other,3 BHK,2400.0,3.0,260.0,3,10833.333333333334
4851,other,3 BHK,2770.0,3.0,460.0,3,16606.49819494585
4854,other,2 BHK,1170.0,2.0,105.0,2,8974.358974358975
4856,other,3 BHK,3095.0,3.0,375.0,3,12116.316639741519
4858,other,4 BHK,3600.0,4.0,365.0,4,10138.888888888889
4860,other,3 BHK,1650.0,3.0,165.0,3,10000.0
4861,other,4 Bedroom,1500.0,5.0,230.0,4,15333.333333333334
4862,other,3 Bedroom,1550.0,2.0,150.0,3,9677.41935483871
4866,other,1 Bedroom,600.0,1.0,32.0,1,5333.333333333333
4867,other,2 BHK,1165.0,2.0,135.0,2,11587.982832618025
4870,other,4 Bedroom,450.0,3.0,53.0,4,11777.777777777777
4872,other,3 BHK,1980.0,3.0,224.0,3,11313.131313131313
4877,other,3 Bedroom,3515.0,3.0,420.0,3,11948.790896159317
4880,other,1 BHK,700.0,1.0,41.0,1,5857.142857142857
4885,other,3 Bedroom,2400.0,4.0,325.0,3,13541.666666666666
4886,other,2 BHK,1463.0,1.0,142.0,2,9706.083390293916
4888,other,3 BHK,1875.0,2.0,235.0,3,12533.333333333334
4889,other,1 BHK,890.0,1.0,75.0,1,8426.966292134832
4890,other,5 Bedroom,600.0,3.0,86.0,5,14333.333333333334
4891,other,3 Bedroom,2400.0,3.0,290.0,3,12083.333333333334
4896,other,1 Bedroom,800.0,1.0,52.0,1,6500.0
4897,other,5 Bedroom,1100.0,4.0,150.0,5,13636.363636363636
4898,other,2 Bedroom,792.0,2.0,70.0,2,8838.38383838384
4900,other,1 Bedroom,461.82,1.0,31.7,1,6864.146204148803
4902,other,5 Bedroom,1320.0,5.0,199.0,5,15075.757575757576
4903,other,5 Bedroom,1200.0,5.0,195.0,5,16250.0
4905,other,3 BHK,2820.0,3.0,285.0,3,10106.382978723404
4907,other,3 BHK,1350.0,2.0,140.0,3,10370.37037037037
4908,other,4 Bedroom,600.0,2.0,85.0,4,14166.666666666666
4911,other,7 Bedroom,1000.0,7.0,160.0,7,16000.0
4913,other,4 Bedroom,3000.0,4.0,342.0,4,11400.0
4916,other,3 Bedroom,1200.0,3.0,200.0,3,16666.666666666668
4918,other,4 Bedroom,600.0,2.0,90.0,4,15000.0
4920,other,3 BHK,1250.0,3.0,139.0,3,11120.0
4921,other,2 BHK,1468.0,3.0,130.0,2,8855.58583106267
4922,other,3 BHK,1480.0,2.0,145.0,3,9797.297297297297
4923,other,3 Bedroom,440.0,3.0,50.0,3,11363.636363636364
4924,other,3 BHK,2280.0,3.0,285.0,3,12500.0
4925,other,3 BHK,2000.0,3.0,200.0,3,10000.0
4933,other,3 BHK,1740.0,3.0,199.0,3,11436.781609195403
4938,other,3 BHK,2500.0,3.0,270.0,3,10800.0
4939,other,4 Bedroom,1584.0,3.0,145.0,4,9154.040404040405
4941,other,3 BHK,3000.0,3.0,400.0,3,13333.333333333334
4942,other,3 BHK,1750.0,3.0,180.0,3,10285.714285714286
4943,other,2 Bedroom,1500.0,1.0,160.0,2,10666.666666666666
4946,other,5 Bedroom,1200.0,5.0,185.0,5,15416.666666666666
4947,other,2 Bedroom,1200.0,2.0,125.0,2,10416.666666666666
4948,other,4 Bedroom,1270.0,2.0,175.0,4,13779.527559055117
4949,other,3 Bedroom,1200.0,3.0,130.0,3,10833.333333333334
4950,other,4 BHK,3595.0,6.0,360.0,4,10013.908205841446
4951,other,3 BHK,2500.0,3.0,425.0,3,17000.0
4952,other,4 BHK,3100.0,5.0,385.0,4,12419.354838709678
4953,other,4 Bedroom,1200.0,4.0,150.0,4,12500.0
4955,other,1 BHK,596.0,1.0,42.0,1,7046.979865771812
4956,other,16 BHK,10000.0,16.0,550.0,16,5500.0
4957,other,4 Bedroom,1200.0,4.0,110.0,4,9166.666666666666
4958,other,3 BHK,1910.0,3.0,190.0,3,9947.643979057591
4961,other,2 BHK,1300.0,2.0,129.0,2,9923.076923076924
4964,other,4 Bedroom,1350.0,4.0,145.0,4,10740.74074074074
4965,other,4 Bedroom,4800.0,4.0,700.0,4,14583.333333333334
4967,other,6 Bedroom,600.0,3.0,95.0,6,15833.333333333334
4968,other,2 BHK,1550.0,2.0,160.0,2,10322.58064516129
4974,other,4 BHK,2990.0,4.0,324.0,4,10836.120401337792
4977,other,3 Bedroom,1200.0,3.0,165.0,3,13750.0
4978,other,4 Bedroom,600.0,5.0,85.0,4,14166.666666666666
4981,other,3 BHK,2350.0,3.0,400.0,3,17021.27659574468
4984,other,3 Bedroom,1500.0,3.0,149.0,3,9933.333333333334
4985,other,1 Bedroom,750.0,2.0,50.0,1,6666.666666666667
4986,other,2 BHK,600.0,3.0,75.0,2,12500.0
4987,other,2 Bedroom,1200.0,2.0,160.0,2,13333.333333333334
4989,other,3 BHK,2770.0,4.0,315.0,3,11371.841155234657
4991,other,1 BHK,735.0,1.0,75.0,1,10204.081632653062
4992,other,3 Bedroom,1200.0,4.0,145.0,3,12083.333333333334
4993,other,2 Bedroom,1200.0,2.0,100.0,2,8333.333333333334
4994,other,3 Bedroom,1200.0,3.0,160.0,3,13333.333333333334
4996,other,7 BHK,600.0,4.0,100.0,7,16666.666666666668
5001,other,2 BHK,1190.0,2.0,100.0,2,8403.361344537816
5003,other,4 Bedroom,971.0,2.0,135.0,4,13903.192584963954
5005,other,4 Bedroom,1200.0,4.0,170.0,4,14166.666666666666
5006,other,4 Bedroom,1200.0,4.0,140.0,4,11666.666666666666
5007,other,4 BHK,6600.0,4.0,986.0,4,14939.39393939394
5008,other,4 Bedroom,1600.0,3.0,165.0,4,10312.5
5009,other,2 BHK,900.0,2.0,110.0,2,12222.222222222223
5010,other,2 Bedroom,1200.0,2.0,125.0,2,10416.666666666666
5011,other,4 Bedroom,7500.0,4.0,900.0,4,12000.0
5013,other,4 Bedroom,1150.0,3.0,110.0,4,9565.217391304348
5020,other,3 BHK,1533.0,3.0,150.0,3,9784.735812133073
5021,other,4 BHK,3730.0,6.0,450.0,4,12064.343163538873
5025,other,1 BHK,833.0,1.0,49.0,1,5882.35294117647
5027,other,4 Bedroom,3811.0,3.0,475.0,4,12463.920230910522
5028,other,2 Bedroom,1350.0,2.0,110.0,2,8148.148148148148
5030,other,4 Bedroom,910.0,4.0,140.0,4,15384.615384615385
5031,other,2 Bedroom,580.0,2.0,95.0,2,16379.310344827587
5033,other,3 Bedroom,4470.0,3.0,700.0,3,15659.955257270694
5035,other,3 BHK,1655.0,3.0,155.0,3,9365.558912386707
5039,other,2 Bedroom,1500.0,2.0,203.0,2,13533.333333333334
5040,other,2 Bedroom,600.0,3.0,85.0,2,14166.666666666666
5041,other,6 Bedroom,800.0,3.0,120.0,6,15000.0
5042,other,3 BHK,1550.0,3.0,160.0,3,10322.58064516129
5043,other,3 Bedroom,1705.0,2.0,290.0,3,17008.797653958944
5044,other,4 BHK,3179.0,5.0,351.0,4,11041.207927021076
5046,other,6 Bedroom,2400.0,6.0,408.0,6,17000.0
5047,other,2 Bedroom,1290.0,1.0,225.0,2,17441.86046511628
5053,other,3 BHK,1900.0,3.0,205.0,3,10789.473684210527
5055,other,4 Bedroom,1150.0,4.0,110.0,4,9565.217391304348
5057,other,3 BHK,2100.0,3.0,240.0,3,11428.57142857143
5058,other,2 BHK,1804.0,2.0,285.0,2,15798.226164079822
5059,other,3 Bedroom,1200.0,3.0,140.0,3,11666.666666666666
5061,other,5 Bedroom,2400.0,5.0,400.0,5,16666.666666666668
5063,other,4 BHK,3754.0,6.0,430.0,4,11454.448588172616
5065,other,9 Bedroom,750.0,6.0,112.0,9,14933.333333333334
5066,other,14 BHK,1250.0,15.0,125.0,14,10000.0
5067,other,8 Bedroom,12000.0,9.0,1900.0,8,15833.333333333334
5071,other,5 Bedroom,2250.0,5.0,360.0,5,16000.0
5073,other,4 BHK,3600.0,4.0,450.0,4,12500.0
5074,other,8 Bedroom,1224.0,4.0,200.0,8,16339.869281045752
5076,other,4 Bedroom,750.0,4.0,85.0,4,11333.333333333334
5080,other,2 BHK,850.0,2.0,75.0,2,8823.529411764706
5082,other,2 BHK,1150.0,2.0,125.0,2,10869.565217391304
5083,other,3 BHK,2550.0,4.0,290.0,3,11372.549019607843
5084,other,4 BHK,3080.0,2.0,285.0,4,9253.246753246753
5085,other,4 BHK,3400.0,6.0,420.0,4,12352.941176470587
5086,other,1 BHK,450.0,1.0,25.0,1,5555.555555555556
5088,other,3 BHK,1550.0,3.0,258.0,3,16645.16129032258
5090,other,2 BHK,1036.0,2.0,110.0,2,10617.760617760618
5091,other,4 Bedroom,1376.0,4.0,156.0,4,11337.209302325582
5092,other,4 Bedroom,1100.0,5.0,121.0,4,11000.0
5093,other,3 BHK,1475.0,2.0,200.0,3,13559.322033898305
5097,other,2 BHK,1117.0,2.0,110.0,2,9847.806624888093
5098,other,1 BHK,600.0,1.0,43.0,1,7166.666666666667
5100,other,4 Bedroom,2675.0,4.0,290.0,4,10841.121495327103
5101,other,3 Bedroom,660.0,2.0,100.0,3,15151.515151515152
5102,other,4 BHK,3500.0,5.0,450.0,4,12857.142857142857
5104,other,4 BHK,3300.0,5.0,318.0,4,9636.363636363636
5105,other,3 Bedroom,1200.0,3.0,165.0,3,13750.0
5106,other,3 BHK,1718.0,3.0,223.0,3,12980.209545983702
5107,other,4 Bedroom,1500.0,4.0,240.0,4,16000.0
5112,other,4 Bedroom,1750.0,2.0,225.0,4,12857.142857142857
5115,other,3 BHK,1800.0,3.0,230.0,3,12777.777777777777
5120,other,2 BHK,850.0,2.0,72.0,2,8470.588235294117
5121,other,3 Bedroom,600.0,3.0,90.0,3,15000.0
5122,other,2 BHK,1233.0,2.0,100.0,2,8110.300081103001
5123,other,9 Bedroom,1350.0,8.0,200.0,9,14814.814814814816
5127,other,3 BHK,1750.0,3.0,170.0,3,9714.285714285714
5129,other,3 Bedroom,800.0,2.0,80.0,3,10000.0
5131,other,4 Bedroom,600.0,5.0,75.0,4,12500.0
5133,other,2 BHK,1240.0,2.0,100.0,2,8064.5161290322585
5135,other,3 BHK,2005.0,3.0,240.0,3,11970.074812967581
5136,other,2 BHK,1000.0,2.0,97.0,2,9700.0
5137,other,3 Bedroom,600.0,2.0,85.0,3,14166.666666666666
5138,other,5 Bedroom,875.0,5.0,120.0,5,13714.285714285714
5139,other,6 Bedroom,600.0,4.0,105.0,6,17500.0
5140,other,1 BHK,840.0,1.0,75.0,1,8928.57142857143
5142,other,4 Bedroom,3900.0,5.0,550.0,4,14102.564102564103
5144,other,2 Bedroom,600.0,1.0,52.0,2,8666.666666666666
5145,other,3 BHK,1670.0,3.0,160.0,3,9580.838323353293
5147,other,4 Bedroom,1200.0,3.0,210.0,4,17500.0
5148,other,6 Bedroom,806.0,3.0,128.0,6,15880.893300248139
5150,other,3 BHK,1495.0,3.0,200.0,3,13377.926421404682
5157,other,6 Bedroom,2400.0,6.0,400.0,6,16666.666666666668
5158,other,3 Bedroom,396.0,2.0,48.0,3,12121.212121212122
5159,other,5 Bedroom,600.0,4.0,76.0,5,12666.666666666666
5163,other,4 Bedroom,1350.0,4.0,225.0,4,16666.666666666668
5164,other,2 BHK,1100.0,2.0,110.0,2,10000.0
5167,other,3 Bedroom,600.0,4.0,81.0,3,13500.0
5170,other,1 Bedroom,1200.0,1.0,69.0,1,5750.0
5172,other,5 Bedroom,4050.0,4.0,600.0,5,14814.814814814816
5173,other,4 Bedroom,1800.0,5.0,250.0,4,13888.888888888889
5175,other,2 BHK,1464.0,2.0,145.0,2,9904.371584699453
5177,other,10 Bedroom,1200.0,10.0,190.0,10,15833.333333333334
5179,other,3 BHK,1485.0,2.0,156.0,3,10505.050505050505
5183,other,3 Bedroom,800.0,3.0,120.0,3,15000.0
5184,other,2 BHK,1500.0,2.0,130.0,2,8666.666666666666
5187,other,3 BHK,1602.0,2.0,165.0,3,10299.625468164793
5188,other,4 Bedroom,1200.0,4.0,130.0,4,10833.333333333334
5189,other,3 BHK,1800.0,3.0,220.0,3,12222.222222222223
5196,other,4 Bedroom,1500.0,5.0,233.0,4,15533.333333333334
5199,other,3 BHK,1900.0,2.0,190.0,3,10000.0
5200,other,3 BHK,1602.0,2.0,170.0,3,10611.735330836455
5202,other,1 BHK,450.0,1.0,60.0,1,13333.333333333334
5206,other,4 Bedroom,1350.0,4.0,140.0,4,10370.37037037037
5212,other,5 Bedroom,1000.0,5.0,140.0,5,14000.0
5213,other,4 Bedroom,2679.0,5.0,280.0,4,10451.661067562523
5215,other,3 Bedroom,600.0,3.0,65.0,3,10833.333333333334
5219,other,3 Bedroom,1100.0,3.0,110.0,3,10000.0
5221,other,4 Bedroom,1200.0,4.0,165.0,4,13750.0
5222,other,3 BHK,1100.0,2.0,145.0,3,13181.818181818182
5224,other,3 BHK,3761.0,3.0,650.0,3,17282.637596383942
5226,other,2 Bedroom,1800.0,2.0,300.0,2,16666.666666666668
5227,other,4 Bedroom,1200.0,4.0,140.0,4,11666.666666666666
5231,other,3 Bedroom,646.0,2.0,65.0,3,10061.919504643964
5233,other,3 Bedroom,1080.0,3.0,149.0,3,13796.296296296296
5235,other,4 Bedroom,1200.0,3.0,160.0,4,13333.333333333334
5236,other,3 Bedroom,1200.0,3.0,190.0,3,15833.333333333334
5238,other,2 Bedroom,1530.0,2.0,185.0,2,12091.503267973856
5239,other,4 Bedroom,600.0,3.0,100.0,4,16666.666666666668
5241,other,2 BHK,1475.0,2.0,171.0,2,11593.22033898305
5246,other,4 BHK,2400.0,4.0,250.0,4,10416.666666666666
5248,other,3 BHK,1567.2,2.0,190.0,3,12123.532414497193
5252,other,3 Bedroom,1200.0,3.0,205.0,3,17083.333333333332
5254,other,1 BHK,834.0,1.0,62.0,1,7434.052757793765
5255,other,8 Bedroom,1000.0,7.0,160.0,8,16000.0
5256,other,1 Bedroom,600.0,1.0,52.0,1,8666.666666666666
5258,other,3 BHK,2750.0,3.0,260.0,3,9454.545454545454
5261,other,3 Bedroom,1240.0,4.0,180.0,3,14516.129032258064
5263,other,2 Bedroom,1200.0,2.0,200.0,2,16666.666666666668
5265,other,2 Bedroom,900.0,3.0,105.0,2,11666.666666666666
5266,other,3 Bedroom,1313.0,4.0,150.0,3,11424.219345011425
5268,other,3 BHK,2665.0,3.0,350.0,3,13133.208255159474
5269,other,4 BHK,3500.0,5.0,450.0,4,12857.142857142857
5270,other,4 BHK,1140.0,3.0,145.0,4,12719.298245614034
5271,other,4 Bedroom,600.0,4.0,87.0,4,14500.0
5272,other,3 Bedroom,600.0,3.0,70.0,3,11666.666666666666
5275,other,2 BHK,1235.0,2.0,140.0,2,11336.032388663967
5276,other,4 BHK,3301.8,5.0,570.0,4,17263.310921315646
5279,other,4 BHK,3754.0,6.0,480.0,4,12786.361214704315
5281,other,4 Bedroom,600.0,3.0,65.0,4,10833.333333333334
5282,other,3 Bedroom,600.0,4.0,100.0,3,16666.666666666668
5285,other,3 Bedroom,1200.0,3.0,200.0,3,16666.666666666668
5286,other,7 Bedroom,1200.0,5.0,180.0,7,15000.0
5287,other,1 Bedroom,375.0,1.0,26.0,1,6933.333333333333
5288,other,2 BHK,1000.0,2.0,150.0,2,15000.0
5291,other,4 BHK,3500.0,2.0,350.0,4,10000.0
5292,other,3 BHK,2100.0,4.0,255.0,3,12142.857142857143
5293,other,1 Bedroom,400.0,1.0,35.0,1,8750.0
5294,other,2 BHK,985.0,2.0,156.0,2,15837.56345177665
5296,other,4 BHK,750.0,6.0,75.0,4,10000.0
5297,other,4 Bedroom,5000.0,5.0,600.0,4,12000.0
5298,other,6 Bedroom,2400.0,4.0,420.0,6,17500.0
5300,other,3 BHK,3400.0,3.0,400.0,3,11764.70588235294
5301,other,1 Bedroom,600.0,1.0,33.0,1,5500.0
5303,other,4 Bedroom,1200.0,3.0,180.0,4,15000.0
5304,other,1 BHK,800.0,1.0,72.0,1,9000.0
5306,other,2 BHK,1196.0,2.0,96.0,2,8026.755852842809
5307,other,4 Bedroom,2400.0,5.0,395.0,4,16458.333333333332
5308,other,3 BHK,780.0,3.0,75.0,3,9615.384615384615
5309,other,2 BHK,800.0,2.0,85.0,2,10625.0
5310,other,4 Bedroom,1200.0,4.0,200.0,4,16666.666666666668
5311,other,2 Bedroom,600.0,2.0,80.0,2,13333.333333333334
5313,other,5 Bedroom,1200.0,3.0,180.0,5,15000.0
5314,other,4 Bedroom,750.0,4.0,95.0,4,12666.666666666666
5315,other,4 BHK,3060.0,4.0,350.0,4,11437.908496732027
5316,other,1 Bedroom,600.0,1.0,35.0,1,5833.333333333333
5317,other,4 Bedroom,3978.0,4.0,428.0,4,10759.175465057819
5320,other,8 Bedroom,1850.0,12.0,300.0,8,16216.216216216217
5321,other,4 Bedroom,860.0,4.0,125.0,4,14534.883720930233
5322,other,4 Bedroom,1350.0,4.0,160.0,4,11851.851851851852
5324,other,4 BHK,11000.0,4.0,1600.0,4,14545.454545454546
5326,other,2 Bedroom,1044.0,2.0,85.0,2,8141.762452107279
5328,other,2 BHK,900.0,1.0,130.0,2,14444.444444444445
5329,other,2 Bedroom,840.0,1.0,99.0,2,11785.714285714286
5330,other,4 BHK,3870.0,4.0,411.0,4,10620.15503875969
5331,other,3 BHK,1835.0,3.0,175.0,3,9536.784741144415
5332,other,4 BHK,2380.0,4.0,242.0,4,10168.067226890757
5334,other,2 BHK,1517.0,2.0,125.0,2,8239.947264337508
5335,other,3 BHK,3144.0,3.0,455.0,3,14472.010178117049
5339,other,1 Bedroom,510.0,1.0,34.0,1,6666.666666666667
5340,other,3 BHK,2700.0,2.0,260.0,3,9629.62962962963
5341,other,3 Bedroom,1350.0,2.0,175.0,3,12962.962962962964
5342,other,3 BHK,2251.0,4.0,370.0,3,16437.139049311416
5348,other,4 BHK,3000.0,3.0,300.0,4,10000.0
5349,other,4 Bedroom,1200.0,4.0,110.0,4,9166.666666666666
5350,other,2 BHK,1217.0,2.0,164.0,2,13475.760065735414
5351,other,1 BHK,600.0,1.0,45.0,1,7500.0
5352,other,4 BHK,4110.0,4.0,590.0,4,14355.231143552312
5354,other,5 Bedroom,1200.0,4.0,150.0,5,12500.0
5356,other,2 Bedroom,360.0,2.0,40.0,2,11111.111111111111
5358,other,4 Bedroom,360.0,4.0,37.0,4,10277.777777777777
5359,other,2 Bedroom,900.0,2.0,128.0,2,14222.222222222223
5360,other,1 Bedroom,520.0,2.0,29.0,1,5576.923076923077
5361,other,3 BHK,1950.0,3.0,230.0,3,11794.871794871795
5362,other,1 Bedroom,600.0,1.0,58.0,1,9666.666666666666
5363,other,1 Bedroom,375.0,1.0,40.0,1,10666.666666666666
5366,other,4 Bedroom,1350.0,4.0,160.0,4,11851.851851851852
5367,other,4 BHK,2375.0,3.0,260.0,4,10947.368421052632
5370,other,1 BHK,600.0,2.0,35.0,1,5833.333333333333
5373,other,3 BHK,3155.0,3.0,315.0,3,9984.152139461174
5374,other,4 Bedroom,600.0,4.0,77.0,4,12833.333333333334
5375,other,3 BHK,1464.0,2.0,135.0,3,9221.311475409837
5377,other,3 BHK,1707.0,3.0,171.0,3,10017.574692442882
5378,other,1 BHK,565.0,1.0,33.0,1,5840.70796460177
5379,other,1 Bedroom,630.0,2.0,70.0,1,11111.111111111111
5381,other,1 BHK,420.0,1.0,23.5,1,5595.238095238095
5383,other,3 BHK,3071.0,4.0,300.0,3,9768.804949527841
5385,other,6 Bedroom,1680.0,4.0,250.0,6,14880.952380952382
5386,other,3 BHK,3850.0,3.0,650.0,3,16883.116883116883
5388,other,2 BHK,1209.0,2.0,100.0,2,8271.298593879239
5390,other,4 Bedroom,1200.0,4.0,130.0,4,10833.333333333334
5393,other,4 Bedroom,750.0,4.0,120.0,4,16000.0
5394,other,3 BHK,1405.0,3.0,169.0,3,12028.469750889679
5397,other,3 BHK,1600.0,3.0,180.0,3,11250.0
5398,other,1 BHK,648.0,1.0,34.0,1,5246.913580246914
5400,other,3 BHK,1756.0,3.0,307.0,3,17482.915717539865
5401,other,1 BHK,535.0,1.0,35.0,1,6542.056074766355
5403,other,4 BHK,3420.0,3.0,410.0,4,11988.30409356725
5404,other,2 Bedroom,680.0,3.0,60.0,2,8823.529411764706
5407,other,2 BHK,2015.0,4.0,325.0,2,16129.032258064517
5408,other,2 Bedroom,1050.0,2.0,110.0,2,10476.190476190477
5409,other,2 BHK,1541.0,2.0,181.0,2,11745.619727449708
5410,other,2 BHK,1275.0,2.0,105.0,2,8235.29411764706
5411,other,3 BHK,2048.0,3.0,206.0,3,10058.59375
5414,other,1 Bedroom,588.0,1.0,88.2,1,15000.0
5415,other,4 Bedroom,1200.0,2.0,140.0,4,11666.666666666666
5416,other,3 Bedroom,1700.0,3.0,250.0,3,14705.882352941177
5418,other,3 BHK,2500.0,3.0,400.0,3,16000.0
5419,other,2 Bedroom,984.0,2.0,125.0,2,12703.252032520326
5423,other,4 Bedroom,4560.0,5.0,430.0,4,9429.82456140351
5424,other,3 Bedroom,600.0,2.0,85.0,3,14166.666666666666
5426,other,2 Bedroom,1245.0,2.0,120.0,2,9638.55421686747
5428,other,4 Bedroom,720.0,4.0,95.0,4,13194.444444444445
5430,other,4 BHK,2800.0,4.0,365.0,4,13035.714285714286
5432,other,1 BHK,551.0,1.0,30.0,1,5444.64609800363
5433,other,3 BHK,2850.0,4.0,460.0,3,16140.350877192983
5434,other,4 Bedroom,1200.0,4.0,175.0,4,14583.333333333334
5437,other,3 BHK,2180.0,3.0,285.0,3,13073.394495412844
5438,other,1 Bedroom,450.0,1.0,30.0,1,6666.666666666667
5439,other,4 BHK,3000.0,4.0,301.0,4,10033.333333333334
5441,other,3 BHK,1623.0,3.0,155.0,3,9550.215650030807
5442,other,3 Bedroom,2400.0,3.0,408.0,3,17000.0
5443,other,1 Bedroom,900.0,1.0,52.3,1,5811.111111111111
5444,other,6 Bedroom,1508.0,5.0,240.0,6,15915.119363395226
5445,other,2 Bedroom,1200.0,2.0,110.0,2,9166.666666666666
5450,other,10 Bedroom,3300.0,9.0,450.0,10,13636.363636363636
5451,other,3 Bedroom,500.0,2.0,75.0,3,15000.0
5453,other,3 BHK,1907.0,2.0,200.0,3,10487.676979549029
5454,other,3 Bedroom,4446.0,3.0,410.0,3,9221.772379667116
5456,other,3 BHK,3500.0,4.0,500.0,3,14285.714285714286
5458,other,6 Bedroom,2000.0,6.0,300.0,6,15000.0
5459,other,5 Bedroom,750.0,3.0,95.0,5,12666.666666666666
5461,other,3 BHK,1900.0,3.0,190.0,3,10000.0
5462,other,4 Bedroom,1200.0,4.0,110.0,4,9166.666666666666
5464,other,4 Bedroom,600.0,4.0,60.0,4,10000.0
5465,other,3 Bedroom,3210.0,4.0,380.0,3,11838.006230529594
5466,other,4 Bedroom,1200.0,4.0,135.0,4,11250.0
5468,other,6 Bedroom,1200.0,6.0,180.0,6,15000.0
5469,other,3 Bedroom,857.0,3.0,95.0,3,11085.180863477246
5470,other,3 BHK,2750.0,5.0,275.0,3,10000.0
5473,other,3 Bedroom,1500.0,4.0,180.0,3,12000.0
5475,other,1 Bedroom,400.0,2.0,50.0,1,12500.0
5476,other,3 Bedroom,1200.0,4.0,180.0,3,15000.0
5478,other,3 BHK,2300.0,3.0,280.0,3,12173.91304347826
5480,other,2 Bedroom,1400.0,2.0,160.0,2,11428.57142857143
5481,other,2 BHK,703.0,2.0,60.0,2,8534.850640113798
5483,other,5 Bedroom,1035.0,5.0,170.0,5,16425.12077294686
5484,other,4 Bedroom,4382.0,4.0,400.0,4,9128.251939753538
5485,other,3 Bedroom,2400.0,3.0,360.0,3,15000.0
5489,other,2 Bedroom,1200.0,2.0,135.0,2,11250.0
5491,other,1 Bedroom,1500.0,2.0,85.0,1,5666.666666666667
5492,other,2 Bedroom,1200.0,4.0,138.0,2,11500.0
5496,other,2 BHK,1415.0,2.0,120.0,2,8480.565371024735
5497,other,4 Bedroom,702.0,4.0,65.0,4,9259.25925925926
5501,other,5 Bedroom,2600.0,5.0,370.0,5,14230.76923076923
5503,other,3 BHK,2900.0,3.0,325.0,3,11206.896551724138
5504,other,5 BHK,900.0,5.0,135.0,5,15000.0
5505,other,2 Bedroom,1500.0,2.0,145.0,2,9666.666666666666
5506,other,3 Bedroom,675.0,3.0,75.0,3,11111.111111111111
5507,other,3 BHK,2735.0,4.0,340.0,3,12431.44424131627
5510,other,1 BHK,660.0,1.0,35.0,1,5303.030303030303
5513,other,4 Bedroom,2700.0,4.0,295.0,4,10925.925925925925
5515,other,1 BHK,936.0,1.0,53.0,1,5662.393162393162
5517,other,2 Bedroom,1600.0,2.0,160.0,2,10000.0
5518,other,1 Bedroom,500.0,2.0,80.0,1,16000.0
5519,other,3 BHK,2214.0,3.0,350.0,3,15808.491418247515
5521,other,6 Bedroom,1350.0,4.0,203.0,6,15037.037037037036
5522,other,2 BHK,925.0,2.0,100.0,2,10810.81081081081
5523,other,1 BHK,650.0,1.0,50.0,1,7692.307692307692
5525,other,4 Bedroom,2200.0,3.0,225.0,4,10227.272727272728
5528,other,4 Bedroom,1350.0,4.0,175.0,4,12962.962962962964
5529,other,3 Bedroom,1200.0,3.0,200.0,3,16666.666666666668
5534,other,3 BHK,1200.0,2.0,120.0,3,10000.0
5536,other,3 BHK,2098.0,3.0,210.0,3,10009.532888465204
5537,other,3 BHK,2400.0,3.0,270.0,3,11250.0
5538,other,3 BHK,1800.0,3.0,192.0,3,10666.666666666666
5539,other,5 Bedroom,2350.0,5.0,325.0,5,13829.787234042553
5541,other,2 Bedroom,2100.0,1.0,200.0,2,9523.809523809523
5542,other,2 BHK,1276.0,2.0,146.0,2,11442.006269592477
5544,other,4 BHK,2100.0,3.0,280.0,4,13333.333333333334
5545,other,3 BHK,2100.0,3.0,270.0,3,12857.142857142857
5546,other,4 BHK,3500.0,4.0,320.0,4,9142.857142857143
5547,other,3 BHK,1540.0,3.0,150.0,3,9740.25974025974
5549,other,4 Bedroom,875.0,4.0,150.0,4,17142.85714285714
5550,other,7 BHK,1200.0,5.0,200.0,7,16666.666666666668
5551,other,4 BHK,4000.0,4.0,630.0,4,15750.0
5552,other,4 Bedroom,600.0,4.0,65.0,4,10833.333333333334
5553,other,2 BHK,800.0,1.0,95.0,2,11875.0
5556,other,1 BHK,1200.0,1.0,65.0,1,5416.666666666667
5559,other,3 BHK,3155.0,4.0,316.0,3,10015.847860538826
5562,other,3 Bedroom,1500.0,2.0,200.0,3,13333.333333333334
5564,other,3 Bedroom,1200.0,2.0,190.0,3,15833.333333333334
5565,other,4 Bedroom,1200.0,4.0,165.0,4,13750.0
5569,other,5 Bedroom,1550.0,3.0,250.0,5,16129.032258064517
5571,other,4 BHK,3730.0,6.0,430.0,4,11528.150134048257
5574,other,4 BHK,2170.0,3.0,265.0,4,12211.981566820277
5575,other,5 Bedroom,1500.0,5.0,210.0,5,14000.0
5576,other,3 BHK,1919.0,3.0,300.0,3,15633.142261594581
5578,other,3 BHK,2180.0,3.0,273.0,3,12522.935779816513
5579,other,4 Bedroom,1200.0,4.0,180.0,4,15000.0
5580,other,4 Bedroom,1200.0,4.0,190.0,4,15833.333333333334
